Thumb,Index,Middle,Ring,Pinky,X,Y,Label
68,36,102,107,63,336,-1144,Ñ
67,35,103,108,63,328,-1160,Ñ
67,36,105,112,67,328,-1152,Ñ
69,38,104,117,76,344,-1152,Ñ
68,36,104,116,74,280,-1168,Ñ
70,34,103,115,76,360,-1152,Ñ
69,35,103,113,72,320,-1136,Ñ
69,32,98,110,65,336,-1144,Ñ
70,32,97,110,67,320,-1144,Ñ
69,37,123,111,78,320,-1152,Ñ
69,37,148,111,72,320,-1136,Ñ
68,36,148,111,65,320,-1136,Ñ
67,36,144,109,65,320,-1144,Ñ
69,33,114,108,60,312,-1144,Ñ
68,37,114,109,69,304,-1136,Ñ
68,36,111,109,72,328,-1152,Ñ
69,37,150,110,74,336,-1144,Ñ
67,37,150,109,67,328,-1152,Ñ
69,35,147,108,72,328,-1144,Ñ
67,34,120,108,65,312,-1128,Ñ
66,33,115,108,67,344,-1152,Ñ
67,36,119,108,67,328,-1144,Ñ
68,36,144,109,69,336,-1144,Ñ
67,36,150,108,74,328,-1144,Ñ
67,37,132,109,67,320,-1136,Ñ
68,35,131,106,69,328,-1144,Ñ
67,34,104,107,65,336,-1144,Ñ
67,36,100,108,60,360,-1152,Ñ
68,36,101,109,74,304,-1136,Ñ
67,36,102,109,65,328,-1144,Ñ
67,36,101,106,69,336,-1152,Ñ
67,35,101,372,67,296,-1136,Ñ
67,35,120,368,65,320,-1160,Ñ
66,31,101,370,63,344,-1176,Ñ
68,36,101,361,74,280,-1152,Ñ
68,34,101,371,67,312,-1152,Ñ
66,36,101,108,69,312,-1152,Ñ
67,36,100,108,74,296,-1144,Ñ
67,35,99,106,65,312,-1160,Ñ
67,32,100,108,60,296,-1160,Ñ
67,36,100,108,69,304,-1160,Ñ
68,37,101,109,72,320,-1176,Ñ
68,36,99,108,69,304,-1152,Ñ
68,36,101,106,69,312,-1168,Ñ
67,36,100,107,69,296,-1152,Ñ
67,32,100,106,60,288,-1136,Ñ
66,33,101,106,67,296,-1152,Ñ
67,37,101,108,74,328,-1176,Ñ
66,38,101,108,65,296,-1160,Ñ
68,37,102,106,72,296,-1160,Ñ
66,37,105,106,72,312,-1152,Ñ
66,35,105,105,63,280,-1144,Ñ
66,34,109,106,69,296,-1160,Ñ
67,36,111,107,69,312,-1160,Ñ
68,38,110,108,72,296,-1160,Ñ
68,35,114,109,63,328,-1168,Ñ
67,36,115,106,65,304,-1160,Ñ
66,35,112,106,65,328,-1184,Ñ
66,34,111,108,60,296,-1208,Ñ
67,33,110,106,67,192,-1096,Ñ
67,38,111,129,74,192,-1120,Ñ
67,36,118,108,74,160,-1104,Ñ
66,36,119,108,69,232,-1232,Ñ
67,37,118,113,69,216,-1184,Ñ
65,32,117,105,63,216,-1168,Ñ
66,36,118,106,65,232,-1152,Ñ
67,36,114,109,72,248,-1192,Ñ
66,36,105,106,69,232,-1168,Ñ
66,37,104,106,65,232,-1184,Ñ
66,36,113,107,72,216,-1176,Ñ
66,34,117,105,63,240,-1176,Ñ
65,34,117,104,58,216,-1152,Ñ
66,36,118,106,69,216,-1168,Ñ
67,37,120,109,72,232,-1160,Ñ
66,36,119,105,63,232,-1176,Ñ
66,36,118,108,67,224,-1168,Ñ
67,36,117,109,65,248,-1168,Ñ
66,35,117,104,63,248,-1168,Ñ
65,33,117,109,60,248,-1176,Ñ
67,36,119,108,74,224,-1168,Ñ
66,38,118,108,65,224,-1160,Ñ
67,36,120,108,67,248,-1176,Ñ
67,34,124,106,67,264,-1184,Ñ
64,32,119,113,60,256,-1176,Ñ
65,33,120,106,63,248,-1176,Ñ
66,36,123,107,69,256,-1184,Ñ
67,36,126,108,72,256,-1176,Ñ
67,36,124,108,69,248,-1160,Ñ
67,36,122,106,63,256,-1176,Ñ
65,35,122,106,65,264,-1184,Ñ
65,31,119,104,58,248,-1168,Ñ
65,30,120,106,67,256,-1176,Ñ
66,35,124,109,69,240,-1168,Ñ
65,36,123,113,69,248,-1160,Ñ
66,32,122,117,60,232,-1144,Ñ
64,32,121,126,67,248,-1168,Ñ
65,31,119,105,60,264,-1176,Ñ
65,30,119,103,56,272,-1200,Ñ
66,32,121,109,67,240,-1176,Ñ
66,33,114,108,72,264,-1192,Ñ
67,33,99,106,69,248,-1168,Ñ
66,31,99,105,65,248,-1152,Ñ
65,35,100,104,65,248,-1160,Ñ
64,30,99,104,63,248,-1176,Ñ
66,31,99,110,63,240,-1160,Ñ
65,36,100,120,72,248,-1168,Ñ
66,32,100,115,69,256,-1176,Ñ
66,33,99,118,69,248,-1168,Ñ
67,33,98,115,63,248,-1176,Ñ
66,31,118,111,56,240,-1176,Ñ
64,32,119,117,63,264,-1176,Ñ
66,33,120,117,65,240,-1160,Ñ
66,36,121,117,67,248,-1152,Ñ
64,35,120,118,63,240,-1168,Ñ
65,34,119,117,65,240,-1168,Ñ
64,32,119,116,63,240,-1168,Ñ
65,33,118,114,60,240,-1160,Ñ
63,31,118,114,65,240,-1160,Ñ
65,35,121,115,72,264,-1184,Ñ
66,34,121,115,69,272,-1200,Ñ
65,34,121,115,67,264,-1192,Ñ
66,34,121,115,65,240,-1152,Ñ
64,31,118,113,58,240,-1168,Ñ
65,31,119,114,63,256,-1176,Ñ
65,34,121,113,65,248,-1176,Ñ
66,36,123,115,72,248,-1160,Ñ
67,36,123,113,74,240,-1160,Ñ
65,34,122,115,60,240,-1176,Ñ
66,36,121,106,65,248,-1168,Ñ
66,34,119,104,60,248,-1176,Ñ
68,34,119,103,63,248,-1168,Ñ
70,36,116,103,65,256,-1176,Ñ
73,36,122,103,72,256,-1192,Ñ
73,36,122,102,60,256,-1184,Ñ
73,37,123,103,67,240,-1184,Ñ
72,34,121,102,60,240,-1160,Ñ
69,35,119,100,56,248,-1168,Ñ
70,35,120,100,63,264,-1184,Ñ
70,36,123,104,67,256,-1184,Ñ
71,37,122,105,63,256,-1184,Ñ
68,38,121,106,60,240,-1168,Ñ
68,36,122,105,67,264,-1184,Ñ
69,35,119,106,51,240,-1160,Ñ
67,33,119,124,56,256,-1184,Ñ
70,36,120,117,65,240,-1176,Ñ
69,37,123,106,69,256,-1176,Ñ
69,36,122,103,58,248,-1168,Ñ
67,36,121,104,65,256,-1184,Ñ
68,33,120,103,60,272,-1208,Ñ
68,34,119,102,58,272,-1176,Ñ
68,33,119,102,58,248,-1168,Ñ
69,36,122,104,65,248,-1152,Ñ
68,37,122,105,69,272,-1184,Ñ
69,36,122,111,65,272,-1184,Ñ
69,36,121,115,67,240,-1160,Ñ
68,36,121,118,63,248,-1168,Ñ
67,35,118,112,51,248,-1168,Ñ
68,34,120,116,58,264,-1168,Ñ
71,37,123,103,67,256,-1152,Ñ
75,40,128,107,63,240,-1192,Ñ
76,37,134,127,60,232,-1160,Ñ
76,41,133,120,60,248,-1184,Ñ
74,42,128,111,54,264,-1192,Ñ
73,37,112,152,51,256,-1160,Ñ
74,36,116,99,60,232,-1160,Ñ
73,37,132,113,65,264,-1168,Ñ
73,36,131,103,65,280,-1184,Ñ
72,36,131,101,58,240,-1144,Ñ
72,35,129,98,63,248,-1160,Ñ
71,36,119,99,49,240,-1168,Ñ
70,33,108,97,56,256,-1168,Ñ
70,37,116,99,58,256,-1152,Ñ
72,36,134,101,67,264,-1168,Ñ
73,35,132,100,65,256,-1168,Ñ
69,34,132,99,63,256,-1184,Ñ
71,36,128,99,60,264,-1176,Ñ
70,35,113,99,49,256,-1168,Ñ
69,36,110,97,49,248,-1168,Ñ
71,36,119,100,63,248,-1176,Ñ
71,38,137,102,63,272,-1192,Ñ
72,38,132,101,58,256,-1176,Ñ
70,36,131,101,56,272,-1184,Ñ
70,37,127,100,58,264,-1168,Ñ
70,33,110,99,56,256,-1168,Ñ
70,36,112,100,58,256,-1176,Ñ
70,37,122,100,63,280,-1200,Ñ
71,37,136,101,63,256,-1176,Ñ
68,36,132,101,63,256,-1168,Ñ
69,35,130,100,58,264,-1184,Ñ
70,36,127,100,56,232,-1160,Ñ
68,35,109,97,54,248,-1168,Ñ
69,36,111,100,56,264,-1176,Ñ
69,36,126,100,67,240,-1168,Ñ
70,35,133,101,67,264,-1192,Ñ
69,37,131,100,60,256,-1168,Ñ
70,34,129,100,58,272,-1184,Ñ
69,37,126,100,60,272,-1184,Ñ
68,36,109,97,56,240,-1144,Ñ
68,35,113,98,58,256,-1168,Ñ
69,37,128,100,63,240,-1176,Ñ
68,39,132,102,60,248,-1168,Ñ
68,37,130,107,60,280,-1192,Ñ
68,36,128,106,63,256,-1160,Ñ
67,36,125,107,56,232,-1152,Ñ
68,33,108,98,54,232,-1176,Ñ
68,36,113,99,49,248,-1168,Ñ
69,37,130,100,65,256,-1168,Ñ
69,38,131,98,67,256,-1184,Ñ
68,37,132,100,60,240,-1152,Ñ
69,37,127,100,56,248,-1176,Ñ
68,33,121,97,58,256,-1184,Ñ
68,35,111,97,51,256,-1168,Ñ
66,36,117,100,56,264,-1176,Ñ
68,38,133,100,65,264,-1176,Ñ
69,36,131,99,65,240,-1160,Ñ
68,34,129,99,63,264,-1176,Ñ
68,37,128,99,63,272,-1192,Ñ
67,34,118,99,56,264,-1176,Ñ
67,35,112,97,47,264,-1176,Ñ
67,36,115,99,58,264,-1176,Ñ
68,37,134,100,65,248,-1160,Ñ
67,37,132,100,63,256,-1176,Ñ
66,36,130,100,63,256,-1176,Ñ
67,38,127,101,56,280,-1200,Ñ
66,33,115,98,56,256,-1176,Ñ
67,35,109,98,54,264,-1176,Ñ
68,36,117,98,60,264,-1176,Ñ
68,37,135,100,67,232,-1136,Ñ
68,36,132,97,63,264,-1184,Ñ
69,37,129,100,65,248,-1168,Ñ
68,36,127,98,65,264,-1176,Ñ
67,35,113,98,54,280,-1184,Ñ
67,35,114,97,58,248,-1160,Ñ
68,36,121,98,63,248,-1168,Ñ
68,38,135,100,65,256,-1176,Ñ
67,36,130,99,60,256,-1168,Ñ
66,39,130,98,63,264,-1176,Ñ
67,37,126,99,58,264,-1176,Ñ
67,34,111,96,49,248,-1168,Ñ
67,36,113,97,56,248,-1176,Ñ
67,36,121,98,60,272,-1184,Ñ
67,37,137,100,58,256,-1168,Ñ
66,40,130,98,63,248,-1160,Ñ
66,35,131,99,56,256,-1168,Ñ
66,37,127,97,63,248,-1176,Ñ
66,36,109,95,51,256,-1168,Ñ
65,36,112,97,60,264,-1176,Ñ
67,37,123,99,63,264,-1176,Ñ
68,38,133,101,60,248,-1168,Ñ
67,38,131,100,60,248,-1176,Ñ
68,36,129,99,65,256,-1160,Ñ
67,35,127,99,60,256,-1160,Ñ
66,35,109,96,58,264,-1184,Ñ
67,35,113,98,58,264,-1184,Ñ
67,37,126,99,63,264,-1176,Ñ
67,38,131,100,60,256,-1168,Ñ
67,37,131,97,60,264,-1176,Ñ
67,36,129,97,58,264,-1176,Ñ
67,37,126,98,58,272,-1184,Ñ
66,34,110,96,54,272,-1192,Ñ
66,35,113,99,49,256,-1160,Ñ
67,38,128,99,63,264,-1184,Ñ
66,39,132,99,63,264,-1168,Ñ
67,37,132,100,54,240,-1184,Ñ
67,35,130,99,60,248,-1192,Ñ
66,36,126,98,56,232,-1184,Ñ
66,34,106,97,51,200,-1184,Ñ
67,34,120,99,58,208,-1184,Ñ
67,37,118,100,65,224,-1192,Ñ
67,38,124,99,58,240,-1200,Ñ
66,38,125,97,63,192,-1160,Ñ
66,36,125,99,60,240,-1192,Ñ
66,35,121,99,54,232,-1168,Ñ
67,34,119,99,47,240,-1200,Ñ
66,36,119,100,54,224,-1168,Ñ
67,38,121,100,65,232,-1176,Ñ
65,38,122,100,63,232,-1184,Ñ
67,36,124,100,63,240,-1192,Ñ
66,38,122,101,60,232,-1184,Ñ
66,36,120,113,54,232,-1176,Ñ
66,34,119,98,54,224,-1152,Ñ
65,36,120,99,58,248,-1192,Ñ
67,37,126,101,65,216,-1176,Ñ
67,38,125,103,65,240,-1192,Ñ
66,39,125,100,63,224,-1176,Ñ
68,38,124,99,60,224,-1168,Ñ
66,34,117,98,54,256,-1200,Ñ
66,36,117,98,47,240,-1192,Ñ
65,36,121,99,60,224,-1176,Ñ
67,37,126,100,63,232,-1176,Ñ
66,36,124,98,65,232,-1176,Ñ
66,38,126,100,60,232,-1192,Ñ
67,37,124,98,54,248,-1200,Ñ
64,36,117,97,51,240,-1200,Ñ
66,36,119,99,51,248,-1184,Ñ
66,37,123,101,58,240,-1192,Ñ
67,39,127,100,65,232,-1176,Ñ
67,38,125,100,60,248,-1192,Ñ
66,36,127,100,56,224,-1168,Ñ
67,39,124,100,56,248,-1192,Ñ
66,35,118,99,51,248,-1184,Ñ
65,36,120,99,54,224,-1168,Ñ
67,37,123,99,58,224,-1176,Ñ
67,38,127,100,63,224,-1160,Ñ
65,36,124,99,58,232,-1184,Ñ
66,36,122,98,56,224,-1176,Ñ
66,35,123,99,58,232,-1176,Ñ
65,35,119,99,51,224,-1160,Ñ
65,34,120,98,58,232,-1168,Ñ
66,37,123,100,63,248,-1192,Ñ
66,39,125,100,63,240,-1184,Ñ
66,36,125,100,63,224,-1152,Ñ
67,39,122,100,54,224,-1184,Ñ
66,36,120,99,58,232,-1176,Ñ
66,36,117,99,51,240,-1184,Ñ
66,36,117,98,51,232,-1176,Ñ
66,37,121,100,60,232,-1184,Ñ
67,39,122,100,63,240,-1200,Ñ
65,36,121,101,60,232,-1176,Ñ
66,37,122,100,60,224,-1168,Ñ
66,36,117,99,60,232,-1176,Ñ
64,35,118,100,49,232,-1184,Ñ
65,37,120,99,56,224,-1184,Ñ
66,37,123,104,63,232,-1160,Ñ
66,36,122,115,56,232,-1160,Ñ
66,36,121,120,63,232,-1176,Ñ
66,39,121,120,60,240,-1176,Ñ
66,35,120,117,51,224,-1168,Ñ
65,34,117,100,51,248,-1184,Ñ
65,36,118,116,58,232,-1168,Ñ
66,37,121,107,60,240,-1184,Ñ
66,36,120,122,65,232,-1176,Ñ
65,38,122,122,63,240,-1192,Ñ
65,38,120,101,60,232,-1168,Ñ
65,37,119,100,58,256,-1200,Ñ
65,34,117,99,54,224,-1184,Ñ
65,37,119,99,54,240,-1176,Ñ
66,38,121,99,63,224,-1176,Ñ
66,40,120,100,63,224,-1152,Ñ
65,37,119,100,60,232,-1176,Ñ
66,37,120,100,60,248,-1184,Ñ
66,37,120,100,56,232,-1176,Ñ
65,35,119,97,56,240,-1184,Ñ
65,37,117,100,54,248,-1184,Ñ
66,38,121,102,63,232,-1192,Ñ
66,39,121,102,60,224,-1176,Ñ
65,38,120,117,60,240,-1184,Ñ
64,39,120,108,54,248,-1192,Ñ
65,38,116,107,54,232,-1168,Ñ
65,35,116,100,49,232,-1160,Ñ
66,36,118,100,56,248,-1184,Ñ
65,38,121,102,60,224,-1184,Ñ
66,37,120,105,58,232,-1160,Ñ
65,39,120,104,60,240,-1184,Ñ
66,37,121,106,56,248,-1192,Ñ
64,38,120,105,58,232,-1176,Ñ
65,36,119,108,51,232,-1184,Ñ
65,37,119,99,54,240,-1192,Ñ
65,38,120,102,63,256,-1200,Ñ
66,37,121,105,56,240,-1184,Ñ
66,36,120,102,54,232,-1184,Ñ
65,36,119,100,58,256,-1200,Ñ
65,37,118,101,51,240,-1184,Ñ
65,36,113,99,51,232,-1176,Ñ
65,35,117,99,56,232,-1168,Ñ
66,39,120,102,63,240,-1184,Ñ
66,37,117,114,58,232,-1176,Ñ
65,38,117,115,63,240,-1184,Ñ
65,38,118,111,58,248,-1184,Ñ
65,36,116,100,51,240,-1192,Ñ
65,36,116,102,49,232,-1184,Ñ
66,36,117,103,56,248,-1184,Ñ
65,39,118,119,63,232,-1184,Ñ
66,39,117,111,56,232,-1176,Ñ
66,37,115,106,56,248,-1192,Ñ
64,38,118,112,51,248,-1200,Ñ
64,38,118,105,51,240,-1176,Ñ
64,35,117,103,54,224,-1160,Ñ
63,37,119,105,58,248,-1184,Ñ
66,39,121,108,60,232,-1168,Ñ
65,38,120,107,56,232,-1184,Ñ
65,38,118,114,60,248,-1192,Ñ
65,37,119,101,56,232,-1184,Ñ
65,36,117,104,51,232,-1168,Ñ
64,36,118,99,56,248,-1200,Ñ
64,35,119,100,58,240,-1184,Ñ
66,39,122,124,65,232,-1168,Ñ
66,39,118,121,58,232,-1176,Ñ
66,40,117,104,60,240,-1176,Ñ
65,35,118,100,54,224,-1176,Ñ
65,36,116,98,51,248,-1192,Ñ
64,36,117,97,49,232,-1160,Ñ
66,37,115,99,58,240,-1168,Ñ
65,39,121,107,63,248,-1192,Ñ
65,37,118,100,58,248,-1192,Ñ
63,38,117,104,63,256,-1200,Ñ
64,39,117,99,58,256,-1200,Ñ
65,35,110,99,51,248,-1192,Ñ
64,36,116,100,54,232,-1184,Ñ
65,37,116,99,58,224,-1176,Ñ
65,39,118,100,63,232,-1176,Ñ
66,39,118,99,58,224,-1160,Ñ
65,39,118,102,56,240,-1184,Ñ
64,39,118,101,51,248,-1200,Ñ
65,36,114,102,51,248,-1184,Ñ
65,36,117,102,51,232,-1160,Ñ
65,38,118,99,56,224,-1152,Ñ
65,39,120,101,65,232,-1184,Ñ
66,38,118,102,58,232,-1168,Ñ
66,36,119,99,60,232,-1168,Ñ
64,37,118,100,51,240,-1176,Ñ
64,36,117,99,51,232,-1168,Ñ
64,37,116,98,58,232,-1176,Ñ
65,38,117,99,56,240,-1176,Ñ
43,25,15,18,6,136,-1248,Ó
42,24,15,16,2,136,-1224,Ó
43,26,16,34,6,160,-1256,Ó
43,31,16,59,11,152,-1248,Ó
42,32,16,22,13,152,-1248,Ó
43,30,17,17,9,152,-1248,Ó
42,31,17,18,0,144,-1248,Ó
41,29,16,20,4,160,-1232,Ó
41,29,17,18,0,144,-1240,Ó
41,30,17,55,9,160,-1264,Ó
42,30,18,77,11,152,-1248,Ó
40,27,17,79,6,160,-1248,Ó
40,30,17,72,6,160,-1240,Ó
40,31,17,57,6,168,-1272,Ó
40,31,16,19,6,168,-1272,Ó
37,27,17,15,0,144,-1224,Ó
36,29,17,44,2,152,-1248,Ó
29,30,17,18,6,168,-1256,Ó
28,31,17,19,4,152,-1248,Ó
28,30,17,16,11,160,-1256,Ó
29,29,17,64,0,168,-1256,Ó
29,30,16,43,2,160,-1248,Ó
27,28,17,18,0,160,-1232,Ó
25,27,17,16,0,160,-1248,Ó
25,30,17,16,9,152,-1248,Ó
24,28,18,16,9,160,-1240,Ó
25,31,18,15,9,160,-1240,Ó
24,29,17,15,6,168,-1256,Ó
24,29,17,16,9,168,-1264,Ó
23,27,17,15,2,160,-1240,Ó
24,28,18,16,4,160,-1248,Ó
25,29,17,18,11,160,-1240,Ó
23,30,17,16,9,184,-1256,Ó
23,27,17,15,6,200,-1280,Ó
23,29,17,15,4,152,-1224,Ó
23,27,18,16,4,168,-1232,Ó
23,26,16,15,0,160,-1232,Ó
24,27,17,16,0,152,-1248,Ó
24,27,17,15,9,184,-1272,Ó
23,28,16,25,11,176,-1256,Ó
23,27,16,16,6,160,-1240,Ó
23,25,17,17,0,184,-1264,Ó
23,26,17,19,4,160,-1248,Ó
23,24,16,18,0,160,-1240,Ó
22,23,15,13,0,152,-1280,Ó
23,27,17,14,9,152,-1224,Ó
23,28,16,14,6,184,-1248,Ó
23,26,17,13,6,160,-1256,Ó
23,27,17,14,2,152,-1248,Ó
23,27,16,14,6,152,-1248,Ó
23,23,15,13,0,168,-1240,Ó
22,25,16,12,2,168,-1232,Ó
24,26,16,14,6,160,-1240,Ó
27,27,17,13,9,184,-1272,Ó
27,26,16,12,9,168,-1256,Ó
23,27,16,13,6,152,-1240,Ó
23,24,15,13,6,168,-1264,Ó
23,23,16,12,0,168,-1256,Ó
22,26,16,12,4,176,-1264,Ó
22,27,17,14,6,176,-1264,Ó
22,27,17,14,9,184,-1264,Ó
21,28,17,15,6,192,-1272,Ó
19,26,15,14,9,168,-1248,Ó
19,27,16,14,0,176,-1232,Ó
18,25,16,12,0,160,-1224,Ó
16,27,16,18,4,184,-1256,Ó
14,26,17,14,6,176,-1256,Ó
12,28,16,54,9,168,-1240,Ó
11,27,17,16,9,168,-1240,Ó
10,27,17,15,4,168,-1240,Ó
19,26,16,371,4,176,-1256,Ó
17,23,16,11,0,168,-1232,Ó
19,25,16,12,4,168,-1240,Ó
19,27,17,14,6,176,-1232,Ó
19,29,17,14,9,176,-1256,Ó
18,27,17,28,4,160,-1240,Ó
19,30,17,14,4,176,-1232,Ó
19,26,16,58,4,168,-1248,Ó
18,25,16,12,2,176,-1224,Ó
18,27,17,25,2,168,-1200,Ó
18,27,18,66,6,160,-1192,Ó
18,29,18,13,4,168,-1192,Ó
19,29,18,14,4,176,-1232,Ó
55,23,16,14,0,120,-1232,Ó
60,23,16,16,2,144,-1272,Ó
51,27,17,18,20,168,-1200,Ó
49,26,15,23,11,200,-1248,Ó
47,28,15,19,4,200,-1256,Ó
47,32,16,22,11,168,-1248,Ó
44,35,16,22,9,120,-1248,Ó
43,32,16,23,2,96,-1256,Ó
42,32,16,19,2,72,-1256,Ó
42,32,15,19,2,64,-1272,Ó
42,29,15,48,4,120,-1264,Ó
41,31,14,41,6,104,-1256,Ó
42,30,16,49,6,112,-1248,Ó
42,32,16,32,4,144,-1248,Ó
41,31,16,26,9,128,-1256,Ó
41,31,17,19,6,128,-1240,Ó
41,30,15,18,11,120,-1240,Ó
40,28,15,19,2,136,-1256,Ó
41,27,16,20,6,120,-1240,Ó
41,31,16,23,9,144,-1248,Ó
40,31,16,20,13,128,-1248,Ó
41,31,16,18,13,120,-1232,Ó
40,31,16,22,9,112,-1240,Ó
40,29,16,25,6,128,-1224,Ó
39,29,15,23,4,128,-1256,Ó
40,29,15,25,4,128,-1248,Ó
40,30,15,27,9,128,-1232,Ó
40,31,16,31,13,128,-1256,Ó
39,31,17,67,9,128,-1240,Ó
41,30,15,50,2,128,-1248,Ó
40,29,15,53,9,112,-1216,Ó
36,28,15,29,2,128,-1248,Ó
32,29,15,34,0,120,-1240,Ó
29,30,16,19,6,128,-1248,Ó
27,31,16,24,13,144,-1272,Ó
25,31,16,18,6,136,-1256,Ó
24,31,17,18,9,128,-1240,Ó
24,31,16,18,6,128,-1240,Ó
24,29,15,18,2,128,-1240,Ó
24,27,15,16,0,128,-1232,Ó
25,29,16,17,6,144,-1256,Ó
27,31,16,19,11,144,-1264,Ó
27,31,17,18,6,152,-1256,Ó
26,28,16,18,6,144,-1240,Ó
27,31,16,19,9,144,-1232,Ó
26,28,16,18,2,152,-1272,Ó
25,27,15,16,0,152,-1264,Ó
25,28,16,19,4,136,-1240,Ó
26,30,16,19,11,136,-1256,Ó
26,30,16,19,13,144,-1248,Ó
25,34,16,21,11,136,-1248,Ó
22,37,15,20,11,112,-1232,Ó
22,38,15,25,4,128,-1256,Ó
21,36,15,20,4,136,-1264,Ó
20,36,15,22,9,136,-1256,Ó
21,36,16,28,13,128,-1232,Ó
21,36,16,23,15,120,-1240,Ó
21,36,16,56,13,120,-1232,Ó
22,36,16,41,6,128,-1232,Ó
21,35,15,54,9,120,-1240,Ó
21,31,15,56,4,120,-1240,Ó
21,34,16,18,9,128,-1240,Ó
22,35,16,21,11,136,-1256,Ó
20,37,16,21,9,144,-1288,Ó
20,33,16,21,9,128,-1256,Ó
20,35,15,50,9,128,-1256,Ó
22,34,14,45,9,136,-1248,Ó
22,32,15,39,0,136,-1256,Ó
20,31,15,40,9,120,-1240,Ó
22,36,15,46,13,152,-1264,Ó
20,36,16,21,11,152,-1264,Ó
