Thumb,Index,Middle,Ring,Pinky,X,Y,Label
68,61,67,56,67,136,-1232,å
69,59,67,56,65,128,-1216,å
68,59,67,56,65,144,-1240,å
68,60,67,55,65,152,-1248,å
68,58,66,55,63,152,-1248,å
67,60,67,55,63,136,-1216,å
68,61,67,55,72,144,-1240,å
68,62,67,55,67,152,-1248,å
68,60,67,55,67,144,-1232,å
68,60,67,56,63,136,-1224,å
68,60,67,55,63,152,-1240,å
68,58,67,54,60,152,-1248,å
68,59,66,55,60,152,-1248,å
68,59,66,55,67,136,-1232,å
68,61,67,55,72,152,-1248,å
68,61,67,56,65,144,-1248,å
68,61,67,56,65,136,-1232,å
69,61,67,55,65,144,-1256,å
68,60,66,55,65,136,-1240,å
68,58,66,54,63,144,-1232,å
68,58,67,54,67,144,-1232,å
68,60,67,55,69,160,-1256,å
68,61,67,56,72,144,-1232,å
67,61,67,56,69,152,-1232,å
68,62,66,55,63,160,-1240,å
68,58,68,56,65,136,-1256,å
68,60,67,55,58,128,-1248,å
67,58,66,54,60,144,-1240,å
69,58,67,54,69,152,-1240,å
68,62,68,55,72,152,-1232,å
68,63,68,56,69,136,-1248,å
68,62,67,54,67,168,-1272,å
69,61,67,55,69,144,-1248,å
68,60,66,55,67,144,-1216,å
67,58,66,55,58,152,-1248,å
68,59,66,54,63,144,-1232,å
68,60,67,55,67,152,-1240,å
68,61,68,56,74,152,-1240,å
68,62,67,55,72,136,-1240,å
68,62,67,55,67,144,-1232,å
67,58,66,55,65,144,-1240,å
68,59,66,55,63,144,-1248,å
67,58,66,54,56,128,-1224,å
68,61,67,55,69,136,-1240,å
68,61,67,57,67,136,-1200,å
68,63,67,56,74,144,-1232,å
68,62,67,57,72,152,-1240,å
68,60,67,57,74,152,-1248,å
67,62,66,55,65,136,-1248,å
68,58,66,56,58,168,-1272,å
66,59,66,60,58,136,-1240,å
67,60,66,61,58,144,-1240,å
68,61,67,63,72,144,-1232,å
68,61,66,59,67,144,-1232,å
69,62,67,55,74,152,-1240,å
69,61,66,56,63,152,-1256,å
67,60,67,57,69,144,-1240,å
67,58,66,56,56,144,-1240,å
68,58,67,57,63,160,-1264,å
68,59,67,57,67,152,-1240,å
68,61,67,57,72,152,-1240,å
68,59,67,57,65,144,-1224,å
68,59,68,57,69,144,-1240,å
68,58,67,57,60,160,-1248,å
67,60,67,57,63,152,-1240,å
67,57,66,55,60,136,-1240,å
67,58,67,55,63,168,-1256,å
68,61,67,56,69,144,-1216,å
68,62,67,57,69,152,-1232,å
68,59,67,57,65,168,-1256,å
69,61,66,57,65,128,-1248,å
67,61,66,57,65,152,-1240,å
68,59,66,55,49,168,-1232,å
68,58,67,55,56,160,-1272,å
68,58,66,55,56,136,-1224,å
68,62,67,56,67,136,-1240,å
68,62,66,56,67,136,-1224,å
67,61,67,55,65,152,-1240,å
67,59,67,56,58,136,-1216,å
67,61,67,55,63,168,-1264,å
67,58,66,55,60,136,-1240,å
67,58,66,54,58,160,-1240,å
42,101,107,345,90,-64,-1120,æ
41,102,107,372,87,-56,-1120,æ
41,103,107,95,87,-88,-1104,æ
42,100,107,95,78,-72,-1104,æ
41,100,106,94,81,-72,-1112,æ
41,99,105,93,78,-64,-1112,æ
42,100,105,91,78,-56,-1112,æ
41,100,106,93,83,-72,-1096,æ
42,100,106,93,87,-56,-1112,æ
41,100,105,92,85,-56,-1096,æ
40,101,106,91,83,-64,-1096,æ
41,100,105,91,81,-72,-1104,æ
41,99,104,90,72,-80,-1088,æ
40,97,104,91,76,-64,-1096,æ
40,99,104,91,78,-48,-1080,æ
40,101,105,91,83,-56,-1088,æ
41,100,103,91,81,-64,-1088,æ
40,100,103,372,78,-80,-1080,æ
40,100,104,372,78,-64,-1088,æ
39,99,104,372,76,-64,-1088,æ
39,96,103,370,74,-64,-1088,æ
40,95,104,372,76,-48,-1088,æ
39,99,104,90,81,-72,-1088,æ
38,100,104,90,78,-56,-1080,æ
38,100,103,90,78,-56,-1088,æ
39,100,103,89,76,-56,-1088,æ
37,97,102,88,76,-64,-1088,æ
37,97,103,88,74,-48,-1080,æ
38,96,102,88,74,-56,-1080,æ
38,98,103,90,78,-56,-1096,æ
38,99,104,90,81,-64,-1088,æ
39,99,102,90,78,-56,-1088,æ
37,99,103,89,78,-64,-1080,æ
37,98,102,88,74,-56,-1088,æ
38,99,103,90,72,-64,-1088,æ
38,97,103,88,72,-64,-1080,æ
38,98,103,88,69,-56,-1096,æ
38,99,103,90,81,-64,-1072,æ
38,98,103,88,81,-56,-1088,æ
38,98,104,89,78,-48,-1088,æ
37,99,103,88,76,-48,-1088,æ
37,99,103,88,76,-48,-1080,æ
37,96,102,87,72,-56,-1080,æ
38,98,103,87,76,-56,-1080,æ
38,98,103,89,76,-56,-1080,æ
38,99,103,90,74,-64,-1072,æ
38,99,102,88,81,-40,-1080,æ
38,99,102,89,76,-56,-1080,æ
38,99,102,89,74,-64,-1080,æ
37,97,102,88,67,-56,-1096,æ
37,95,102,87,72,-56,-1080,æ
38,95,102,88,76,-56,-1064,æ
38,99,103,88,81,-40,-1072,æ
38,99,103,88,78,-56,-1072,æ
38,99,102,88,72,-56,-1080,æ
37,98,102,89,72,-56,-1088,æ
37,98,102,88,74,-56,-1080,æ
38,96,102,87,72,-64,-1104,æ
36,98,102,86,72,-48,-1088,æ
38,98,103,88,78,-48,-1072,æ
38,99,102,88,78,-48,-1064,æ
38,99,103,88,78,-48,-1080,æ
37,96,101,88,76,-56,-1080,æ
37,98,102,88,72,-56,-1096,æ
37,96,101,87,69,-48,-1072,æ
37,96,102,87,72,-48,-1088,æ
36,96,102,87,76,-112,-1040,æ
37,99,103,88,81,-72,-1040,æ
38,99,101,88,78,-24,-1064,æ
37,99,102,88,76,-56,-1064,æ
37,98,102,89,74,-56,-1080,æ
37,98,102,86,72,-56,-1064,æ
37,94,101,86,69,-64,-1056,æ
37,95,102,88,74,-56,-1056,æ
37,97,102,88,78,-64,-1072,æ
37,99,102,88,76,-64,-1064,æ
37,99,101,88,74,-56,-1072,æ
37,98,102,88,69,-64,-1064,æ
36,96,102,87,74,-56,-1080,æ
37,95,101,86,69,-56,-1088,æ
37,96,101,87,72,-48,-1096,æ
37,97,102,88,76,-48,-1080,æ
37,99,102,88,81,-56,-1072,æ
37,98,101,86,74,-48,-1088,æ
37,98,100,88,76,-48,-1080,æ
36,97,101,87,69,-40,-1088,æ
37,95,102,86,67,-56,-1088,æ
37,95,101,86,72,-48,-1088,æ
37,96,102,86,74,-56,-1088,æ
37,98,102,88,78,-56,-1072,æ
37,96,101,86,72,-56,-1064,æ
37,98,102,88,74,-56,-1072,æ
37,99,101,87,74,-48,-1064,æ
37,96,102,87,72,-48,-1072,æ
37,95,100,87,69,-48,-1072,æ
37,95,101,86,72,-48,-1072,æ
37,97,102,87,76,-48,-1072,æ
37,96,101,86,74,-48,-1064,æ
37,96,101,88,76,-56,-1072,æ
37,97,101,87,72,-56,-1088,æ
36,94,102,88,74,-56,-1072,æ
37,96,101,86,69,-48,-1072,æ
37,95,101,86,74,-56,-1064,æ
37,97,101,86,76,-56,-1064,æ
37,97,102,88,81,-56,-1064,æ
37,97,102,88,74,-48,-1064,æ
37,99,101,87,78,-56,-1072,æ
37,97,102,87,67,-56,-1064,æ
37,94,101,86,67,-48,-1056,æ
37,94,101,86,72,-56,-1064,æ
36,95,102,87,74,-48,-1056,æ
37,97,102,87,78,-56,-1064,æ
37,99,101,88,78,-48,-1056,æ
37,95,102,87,78,-40,-1056,æ
37,96,101,86,72,-48,-1064,æ
37,94,101,87,69,-56,-1080,æ
37,94,100,86,72,-48,-1064,æ
37,94,100,86,72,-48,-1056,æ
38,96,101,86,76,-48,-1064,æ
37,96,101,87,76,-48,-1064,æ
37,99,101,86,76,-48,-1064,æ
36,97,101,87,72,-56,-1056,æ
37,94,101,86,72,-56,-1048,æ
37,95,100,86,67,-48,-1072,æ
37,95,101,86,72,-48,-1064,æ
37,95,101,86,74,-48,-1064,æ
37,97,101,87,78,-56,-1064,æ
38,97,101,86,72,-56,-1080,æ
36,97,100,87,72,-48,-1056,æ
36,96,101,87,72,-56,-1064,æ
37,94,100,85,69,-48,-1072,æ
37,94,100,86,67,-48,-1064,æ
37,95,100,86,72,-64,-1064,æ
37,97,101,86,78,-48,-1056,æ
37,98,101,86,78,-48,-1080,æ
36,97,101,86,78,-48,-1056,æ
37,94,101,86,74,-48,-1080,æ
37,94,100,86,72,-56,-1056,æ
36,94,100,85,65,-48,-1056,æ
37,94,100,85,72,-48,-1048,æ
37,96,101,86,78,-40,-1056,æ
37,96,101,87,72,-56,-1056,æ
37,97,101,86,74,-48,-1064,æ
37,95,100,87,74,-40,-1048,æ
37,96,100,86,72,-48,-1056,æ
36,94,99,85,67,-40,-1064,æ
37,95,101,86,76,-48,-1064,æ
37,95,100,86,74,-48,-1080,æ
37,97,101,87,74,-48,-1088,æ
37,94,101,86,76,-48,-1048,æ
36,97,99,87,74,-48,-1064,æ
37,95,100,86,74,-48,-1048,æ
36,94,100,85,65,-56,-1064,æ
37,94,100,84,69,-32,-1096,æ
37,94,100,86,74,-56,-1056,æ
37,97,101,87,81,-48,-1040,æ
37,96,100,87,74,-48,-1056,æ
37,98,100,86,67,-48,-1072,æ
37,97,99,86,74,-48,-1056,æ
36,94,99,86,69,-48,-1072,æ
36,94,99,85,67,-40,-1040,æ
37,96,101,86,72,-48,-1064,æ
37,96,100,86,78,-56,-1056,æ
37,95,101,86,76,-56,-1064,æ
37,96,99,85,74,-48,-1072,æ
36,94,100,86,72,-56,-1056,æ
36,94,100,86,72,-40,-1040,æ
37,94,99,85,69,-56,-1072,æ
37,94,99,84,67,-48,-1080,æ
37,97,100,86,76,-56,-1064,æ
37,94,101,86,74,-48,-1064,æ
37,95,101,86,76,-56,-1080,æ
37,95,100,86,76,-48,-1072,æ
37,94,100,86,74,-56,-1072,æ
37,93,98,84,72,-56,-1064,æ
36,94,100,85,76,-48,-1048,æ
37,95,100,86,74,-56,-1056,æ
37,97,100,86,78,-48,-1064,æ
37,97,100,86,76,-48,-1056,æ
37,94,100,85,74,-56,-1056,æ
37,94,100,86,74,-56,-1064,æ
37,94,99,85,67,-48,-1064,æ
37,94,99,85,69,-56,-1056,æ
36,95,100,85,74,-56,-1072,æ
37,96,101,86,76,-48,-1064,æ
37,94,100,86,72,-56,-1056,æ
36,96,99,86,74,-48,-1056,æ
37,94,100,86,69,-48,-1056,æ
36,94,100,85,65,-56,-1056,æ
37,94,99,84,69,-56,-1080,æ
36,95,99,85,72,-56,-1056,æ
37,96,100,86,76,-56,-1072,æ
37,94,100,86,74,-56,-1064,æ
37,94,99,86,76,-56,-1048,æ
36,97,99,86,74,-56,-1056,æ
36,96,99,84,67,-56,-1048,æ
37,93,99,84,65,-56,-1048,æ
37,93,99,84,72,-64,-1056,æ
37,95,100,86,76,-48,-1064,æ
38,96,100,87,78,-64,-1064,æ
36,93,99,86,76,-48,-1064,æ
37,94,99,86,74,-48,-1072,æ
37,97,99,84,74,-48,-1064,æ
36,93,99,84,63,-56,-1064,æ
37,94,99,84,69,-40,-1064,æ
37,92,100,85,78,-32,-1048,æ
36,99,100,85,74,-48,-1056,æ
37,93,99,86,76,-48,-1088,æ
36,94,100,86,67,-48,-1064,æ
37,94,99,85,74,-48,-1064,æ
37,91,99,84,63,-40,-1040,æ
37,90,100,83,74,-64,-1064,æ
37,94,100,85,78,-32,-1056,æ
37,96,100,86,81,-56,-1064,æ
38,95,100,86,69,-56,-1080,æ
37,94,100,86,74,-40,-1064,æ
37,95,99,86,69,-32,-1064,æ
37,91,99,84,67,-24,-1072,æ
36,94,99,84,69,-32,-1080,æ
37,94,99,85,72,-32,-1088,æ
37,96,100,85,76,-40,-1080,æ
36,94,99,86,74,-32,-1072,æ
37,96,99,86,72,-32,-1064,æ
37,94,100,86,69,-40,-1088,æ
36,93,99,85,65,-40,-1080,æ
37,93,99,84,65,-24,-1096,æ
37,94,99,85,67,-40,-1072,æ
37,95,99,86,74,-16,-1088,æ
37,94,100,86,76,-56,-1080,æ
37,93,100,85,72,-48,-1072,æ
37,92,99,86,67,-40,-1088,æ
36,92,99,85,67,-32,-1080,æ
37,93,99,84,67,-32,-1056,æ
37,92,100,84,63,-56,-1072,æ
37,94,100,85,76,-32,-1064,æ
37,93,98,84,76,-48,-1080,æ
37,95,100,86,76,-24,-1080,æ
37,93,99,86,67,-48,-1096,æ
37,94,98,86,67,-56,-1064,æ
36,93,99,84,60,-32,-1064,æ
37,94,99,84,65,-56,-1064,æ
37,94,99,85,76,-40,-1080,æ
37,96,100,86,76,-32,-1072,æ
38,93,100,87,74,-48,-1064,æ
38,93,100,86,72,-32,-1080,æ
37,94,99,86,67,-48,-1080,æ
36,93,99,82,67,-48,-1064,æ
36,93,99,84,65,-48,-1064,æ
35,93,99,85,74,-40,-1056,æ
37,95,100,86,76,-24,-1064,æ
36,95,100,86,72,-72,-1072,æ
36,93,100,84,72,-48,-1072,æ
37,94,99,84,67,-32,-1064,æ
36,93,98,84,69,-48,-1056,æ
36,92,99,84,65,-32,-1048,æ
37,94,99,84,67,-40,-1072,æ
37,95,100,85,74,-40,-1072,æ
37,94,99,86,74,-40,-1056,æ
36,94,99,86,74,-40,-1064,æ
37,93,99,84,72,-16,-1064,æ
37,94,98,85,72,-48,-1088,æ
36,93,98,84,69,-32,-1072,æ
37,91,100,84,67,-32,-1080,æ
37,94,99,85,74,-48,-1072,æ
37,95,100,86,76,-32,-1072,æ
36,94,99,85,72,-48,-1072,æ
37,95,99,84,72,-32,-1072,æ
37,92,99,84,72,-48,-1072,æ
36,90,98,83,67,-40,-1056,æ
36,94,98,83,69,-40,-1080,æ
36,94,99,84,72,-48,-1048,æ
37,95,100,86,78,-40,-1072,æ
37,94,99,86,69,-40,-1072,æ
37,94,99,86,74,-40,-1072,æ
36,94,98,85,67,-40,-1064,æ
36,93,98,84,67,-32,-1072,æ
36,90,98,84,65,-40,-1072,æ
37,93,99,84,69,-32,-1080,æ
37,94,99,85,76,-40,-1064,æ
37,94,99,84,76,-40,-1080,æ
37,93,98,84,74,-40,-1064,æ
36,94,98,85,72,-32,-1088,æ
37,94,99,84,69,-32,-1064,æ
36,91,98,84,67,-40,-1072,æ
37,93,98,84,69,-40,-1080,æ
37,94,99,84,74,-32,-1072,æ
37,95,99,84,74,-32,-1088,æ
36,94,99,85,74,-32,-1072,æ
36,94,98,85,72,-40,-1064,æ
36,94,99,84,72,-32,-1088,æ
37,92,98,82,63,-40,-1088,æ
36,92,98,84,69,-32,-1072,æ
36,93,99,84,74,-32,-1064,æ
37,95,99,85,78,-40,-1080,æ
37,96,98,86,78,-48,-1080,æ
37,94,99,85,76,-32,-1064,æ
36,94,99,85,67,-40,-1064,æ
36,90,98,84,65,-24,-1072,æ
36,90,98,84,67,-32,-1088,æ
36,94,99,84,72,-48,-1072,æ
37,94,99,85,76,-32,-1072,æ
37,94,99,85,74,-40,-1072,æ
37,94,99,85,72,-32,-1072,æ
37,94,98,83,69,-40,-1056,æ
36,93,98,84,67,-40,-1072,æ
36,92,98,83,65,-40,-1072,æ
37,91,99,84,69,-40,-1080,æ
36,94,99,84,74,-40,-1072,æ
37,94,99,84,76,-32,-1056,æ
37,95,98,84,74,-32,-1072,æ
36,94,98,84,72,-40,-1064,æ
37,91,99,85,72,-32,-1080,æ
36,92,98,83,67,-24,-1056,æ
36,91,98,84,65,-40,-1072,æ
37,94,99,84,74,-24,-1088,æ
37,95,99,85,74,-32,-1072,æ
37,94,98,84,76,-24,-1080,æ
37,94,99,84,76,-24,-1072,æ
36,94,98,84,74,-40,-1072,æ
37,90,98,82,65,-32,-1072,æ
36,93,98,83,67,-40,-1072,æ
37,93,99,84,72,-32,-1072,æ
37,94,99,84,76,-32,-1088,æ
37,93,99,84,74,-32,-1088,æ
37,94,98,83,67,-32,-1088,æ
36,92,99,83,69,-32,-1072,æ
36,92,98,83,63,-24,-1080,æ
36,92,98,83,69,-32,-1088,æ
36,91,98,82,67,-32,-1072,æ
37,94,98,84,76,-32,-1080,æ
37,94,98,85,72,-32,-1096,æ
37,94,99,84,69,-32,-1096,æ
37,95,98,84,67,-32,-1096,æ
36,93,99,84,72,-48,-1064,æ
36,90,98,83,69,-80,-1056,æ
36,93,99,84,65,-64,-1064,æ
36,94,99,177,74,-72,-1056,æ
36,94,98,90,74,-72,-1056,æ
34,94,99,90,72,-48,-1072,æ
34,94,99,91,72,-64,-1040,æ
35,92,98,89,74,-56,-1080,æ
34,91,98,88,65,-64,-1072,æ
34,90,98,88,72,-64,-1072,æ
34,93,98,89,74,-64,-1056,æ
34,94,99,90,76,-64,-1048,æ
34,92,97,91,69,-64,-1064,æ
34,94,98,91,72,-48,-1056,æ
34,93,99,90,72,-56,-1056,æ
34,92,98,91,67,-72,-1064,æ
34,90,98,91,65,-48,-1056,æ
33,92,97,154,69,-56,-1056,æ
34,94,98,168,76,-64,-1080,æ
34,94,99,176,72,-56,-1064,æ
34,93,97,183,74,-64,-1064,æ
34,93,98,184,72,-56,-1056,æ
34,91,98,201,65,-56,-1064,æ
34,91,97,203,69,-48,-1064,æ
34,91,98,219,72,-56,-1056,æ
34,92,98,217,76,-64,-1064,æ
35,92,99,226,76,-48,-1056,æ
34,94,98,226,69,-56,-1056,æ
35,93,99,225,72,-64,-1072,æ
34,93,98,228,69,-40,-1072,æ
34,92,97,82,67,-88,-1056,æ
34,90,97,84,69,-64,-1056,æ
34,92,98,83,72,-88,-1080,æ
34,93,98,84,76,-72,-1072,æ
34,91,98,83,69,-80,-1056,æ
33,93,99,84,72,-80,-1080,æ
34,92,98,82,72,-72,-1072,æ
34,90,97,83,67,-80,-1048,æ
34,90,98,83,69,-64,-1064,æ
34,91,98,84,72,-72,-1080,æ
34,94,98,84,74,-72,-1080,æ
34,94,98,84,74,-88,-1056,æ
35,93,98,82,74,-56,-1064,æ
34,93,97,84,72,-56,-1056,æ
34,91,97,82,69,-72,-1048,æ
34,90,97,82,67,-56,-1064,æ
34,90,97,82,65,-64,-1056,æ
35,93,99,84,76,-48,-1056,æ
34,93,97,84,69,-56,-1048,æ
34,92,98,82,74,-64,-1072,æ
34,93,97,84,74,-64,-1064,æ
34,91,97,83,69,-72,-1048,æ
34,90,98,82,63,-56,-1072,æ
34,92,98,82,72,-56,-1056,æ
34,93,98,83,74,-64,-1056,æ
34,91,98,82,67,-72,-1056,æ
34,94,97,84,72,-48,-1056,æ
34,94,98,84,72,-56,-1056,æ
34,92,97,83,72,-56,-1040,æ
33,90,97,82,67,-56,-1064,æ
34,91,97,82,65,-64,-1056,æ
34,93,98,83,74,-48,-1072,æ
35,94,99,84,74,-56,-1056,æ
34,92,98,84,69,-64,-1064,æ
35,94,98,82,67,-56,-1040,æ
34,92,99,84,72,-56,-1064,æ
34,90,98,81,67,-64,-1056,æ
34,90,98,82,69,-72,-1056,æ
34,93,98,83,72,-56,-1056,æ
34,93,98,84,76,-48,-1064,æ
35,93,97,84,72,-64,-1056,æ
33,91,98,84,72,-56,-1064,æ
33,92,97,84,74,-48,-1072,æ
34,91,97,82,65,-48,-1064,æ
34,90,98,82,63,-48,-1056,æ
34,92,98,82,72,-56,-1072,æ
35,94,98,84,76,-56,-1064,æ
34,91,99,83,72,-48,-1064,æ
34,91,97,82,74,-64,-1048,æ
34,92,97,83,72,-56,-1064,æ
34,90,97,82,65,-56,-1064,æ
34,90,97,82,67,-48,-1080,æ
34,91,97,82,72,-56,-1056,æ
34,94,98,83,76,-56,-1056,æ
34,91,98,83,72,-48,-1056,æ
34,92,98,83,72,-56,-1064,æ
34,90,98,83,72,-48,-1048,æ
34,91,97,82,67,-56,-1064,æ
33,90,97,82,67,-48,-1064,æ
34,91,98,82,69,-56,-1064,æ
34,94,98,83,76,-56,-1064,æ
34,92,98,83,72,-56,-1064,æ
34,92,97,83,74,-64,-1064,æ
34,92,98,83,72,-40,-1056,æ
33,92,97,82,67,-48,-1056,æ
33,90,97,82,67,-40,-1048,æ
34,91,98,82,69,-48,-1056,æ
34,94,98,83,76,-56,-1056,æ
34,92,98,83,72,-40,-1056,æ
34,91,98,83,69,-64,-1048,æ
34,91,98,83,67,-48,-1064,æ
33,91,97,82,63,-48,-1056,æ
33,90,97,82,67,-32,-1056,æ
34,90,97,82,69,-48,-1048,æ
34,93,98,82,74,-40,-1056,æ
33,93,98,82,74,-48,-1056,æ
34,93,98,83,72,-48,-1056,æ
34,93,98,82,69,-40,-1072,æ
33,90,97,82,65,-48,-1048,æ
34,90,97,82,65,-48,-1056,æ
34,91,97,82,69,-48,-1056,æ
34,94,98,84,76,-48,-1056,æ
34,94,98,82,74,-56,-1064,æ
34,93,97,82,76,-40,-1064,æ
33,90,98,82,69,-48,-1048,æ
34,89,97,82,65,-40,-1072,æ
34,90,97,82,65,-48,-1080,æ
34,91,98,82,72,-48,-1056,æ
34,94,98,83,74,-40,-1048,æ
34,92,98,83,74,-48,-1048,æ
34,93,98,82,72,-48,-1064,æ
34,92,97,83,69,-56,-1072,æ
33,89,97,81,63,-56,-1064,æ
34,91,97,81,65,-40,-1080,æ
34,91,97,82,72,-48,-1064,æ
34,94,98,83,74,-40,-1064,æ
35,94,98,82,74,-48,-1048,æ
34,92,98,82,67,-48,-1056,æ
34,92,97,82,72,-40,-1072,æ
34,90,97,82,67,-48,-1072,æ
34,91,97,82,65,-40,-1072,æ
34,91,98,82,69,-48,-1056,æ
34,93,98,83,72,-48,-1072,æ
34,93,98,83,72,-48,-1048,æ
34,92,98,83,69,-48,-1056,æ
34,89,98,82,67,-56,-1056,æ
33,91,97,81,67,-48,-1056,æ
33,90,96,82,65,-40,-1040,æ
34,92,98,82,76,-40,-1056,æ
34,94,98,82,72,-48,-1064,æ
34,92,98,83,74,-40,-1064,æ
34,91,97,82,69,-40,-1056,æ
34,91,98,82,69,-40,-1048,æ
34,91,97,81,67,-48,-1040,æ
35,92,96,81,65,-48,-1088,æ
34,92,97,82,72,-40,-1064,æ
34,93,98,82,69,-48,-1064,æ
34,92,97,82,69,-48,-1048,æ
34,90,97,81,72,-48,-1072,æ
33,91,97,82,67,-40,-1040,æ
33,91,97,82,65,-48,-1056,æ
34,91,97,81,72,-48,-1048,æ
34,92,98,82,72,-48,-1048,æ
34,92,98,82,74,-56,-1056,æ
34,91,97,83,72,-48,-1048,æ
34,91,97,82,67,-48,-1048,æ
34,91,97,82,69,-40,-1056,æ
34,90,96,80,67,-56,-1056,æ
34,90,98,83,67,-40,-1056,æ
34,93,98,82,76,-40,-1056,æ
34,92,97,83,74,-48,-1056,æ
34,93,98,84,72,-40,-1064,æ
33,94,97,81,72,-48,-1064,æ
34,91,96,82,65,-32,-1056,æ
33,89,96,81,60,-48,-1064,æ
34,90,96,81,72,-40,-1056,æ
34,92,98,83,76,-48,-1048,æ
